Jenis_Usaha,Provinsi ,Jenis_Ikan,Tahun,Volume_Produksi,Nilai_Produksi
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,LEMURU,2020,1.560,15.630
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,LIDAH,2020,46.330,625.778
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,LOBSTER,2015,20.0,5602917.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,LOBSTER,2016,26.0,6585158.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,LOBSTER,2017,740.380,203604623.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,LOBSTER,2018,19.050,4454925.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,LOBSTER,2019,75.640,17597445.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,LOBSTER,2020,82.530,22195220.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,LOBSTER TAWAR,2020,9.650,1157400.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,MANYUNG,2020,239.450,3391278.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,MARLIN,2020,9.090,272.730
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2010,141.0,547.150
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2011,164.0,782.181
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2012,69.0,504.947
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2013,61.0,401.296
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2014,107.0,857.761
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2015,105.0,853.532
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2016,64.0,570.668
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2017,12.940,97.011
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2018,110.130,1249854.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2019,56.830,580.564
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PARI,2020,61.470,726.351
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PENYU,2010,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PENYU,2011,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PENYU,2012,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PENYU,2013,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PENYU,2014,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PENYU,2015,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PENYU,2016,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,PEPEREK,2020,38.790,387.90
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2010,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2011,1.0,54.471
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2012,6.0,156.636
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2013,4.0,116.238
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2014,.0,15.123
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2015,1.0,44.761
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2016,1.0,2.50
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2018,10.110,425.728
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2019,13.120,602.105
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RAJUNGAN,2020,15.710,733.215
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,REJUNG,2020,52.550,788.310
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,REMANG,2020,.50,8.585
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2010,900.0,1080000.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2011,886.0,2864519.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2012,811.0,2450051.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2013,225.0,698.210
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2014,59.0,218.688
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2015,274.0,593.902
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2016,421.0,746.917
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2018,177.50,53.249
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2019,474.80,1424397.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,RUMPUT LAUT,2020,140.670,1406670.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SARDEN,2020,43.520,435.170
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SEBELAH,2020,38.410,576.180
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SELAR,2020,7.350,90.502
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2010,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2011,.0,.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2012,23.0,252.188
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2013,29.0,457.054
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2014,17.0,397.836
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2015,33.0,563.886
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2016,2.0,60.580
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2017,65.350,2935764.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2018,16.340,452.445
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SETUHUK,2019,13.630,408.780
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SIPUT,2020,8.070,161.320
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SUNGLIR,2020,11.580,208.368
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TALANG-TALANG,2020,27.030,337.018
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2010,22.0,314.90
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2011,48.0,1146800.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2012,50.0,1224754.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2013,48.0,1281046.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2014,42.0,1475904.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2015,23.0,887.396
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2016,131.0,5246512.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2017,55.50,1387580.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2018,45.080,1620932.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2019,39.810,1596181.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,2020,47.440,2313580.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TERI,2010,84.0,626.250
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TERI,2011,24.0,331.088
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TERI,2012,84.0,269.274
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TERI,2013,23.0,168.985
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TERI,2014,99.0,348.893
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TERI,2015,1.0,4.555
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TERI,2016,1.0,1.319
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TERI,2019,.240,4.80
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TERI,2020,1.480,29.640
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2010,278.0,2151760.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2011,280.0,4332380.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2012,180.0,2052021.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2013,210.0,2183269.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2014,118.0,1518832.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2015,399.0,3980720.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2016,66.0,1079144.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2017,389.590,5609476.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2018,671.190,9784331.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2019,551.780,8729322.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2020,200.270,3536868.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2010,422.0,4642000.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2011,301.0,5382200.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2012,419.0,5086888.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2013,501.0,7509480.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2014,485.0,9682861.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2015,489.0,8271462.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2016,335.0,5876821.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2017,433.110,13588935.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2018,371.660,31591296.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2019,285.830,6860532.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2020,488.340,12208480.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2010,29.0,2203500.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2011,115.0,4445009.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2012,119.0,17829011.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2013,53.0,10763227.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2014,17.0,2867360.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2015,20.0,3721628.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2016,38.0,4358909.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2017,.850,56.751
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2018,38.870,5386645.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2019,19.350,1744360.0
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,UDANG,2020,17.710,1412550.0
TANGKAP LAUT,DKI JAKARTA,ALU-ALU,2020,89.90,1518893.0
TANGKAP LAUT,DKI JAKARTA,AYAM-AYAM,2020,11.830,119.555
TANGKAP LAUT,DKI JAKARTA,BARONANG,2020,34.750,1486340.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2010,2256.0,31234046.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2011,1010.0,16019304.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2012,1037.0,17419075.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2013,1835.0,20652780.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2014,2216.0,29802665.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2015,6269.0,212813656.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2016,1904.0,59305097.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2017,1325.970,73077248.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2018,625.10,14607343.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2019,570.680,20636455.0
TANGKAP LAUT,DKI JAKARTA,BAWAL,2020,748.70,28651330.0
TANGKAP LAUT,DKI JAKARTA,BAYEMAN,2020,2.110,34.763
TANGKAP LAUT,DKI JAKARTA,BELOSO,2020,86.780,882.145
TANGKAP LAUT,DKI JAKARTA,BIJI NANGKA,2020,96.360,1002645.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2010,21777.0,255293048.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2011,28779.0,285950950.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2012,30553.0,447772928.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2013,33719.0,591690317.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2014,39322.0,720474283.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2015,30615.0,542142420.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2016,23410.0,331343603.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2017,29186.880,541335065.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2018,27146.710,446747369.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2019,30114.080,493781609.0
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2020,34203.0,589535600.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2010,2276.0,25237893.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2011,2873.0,19169341.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2012,2691.0,27015929.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2013,4437.0,43373869.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2014,2573.0,34690073.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2015,1242.0,20180962.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2016,679.0,7335945.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2017,101.870,2085353.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2018,824.170,13097086.0
TANGKAP LAUT,DKI JAKARTA,CUCUT,2019,694.0,9988092.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2010,11874.0,218612463.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2011,36858.0,318336215.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2012,58359.0,549085844.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2013,38216.0,471961408.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2014,48367.0,541142501.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2015,76747.0,1405343936.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2016,31421.0,1365411168.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2017,33912.250,1185483337.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2018,35809.950,1615197597.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2019,31867.320,1407562426.0
TANGKAP LAUT,DKI JAKARTA,CUMI-CUMI,2020,32970.780,1858717000.0
TANGKAP LAUT,DKI JAKARTA,EKOR KUNING,2020,94.680,2365251.0
TANGKAP LAUT,DKI JAKARTA,GABUS,2015,54.0,1028918.0
TANGKAP LAUT,DKI JAKARTA,GABUS,2016,105.0,1530084.0
TANGKAP LAUT,DKI JAKARTA,GABUS,2018,108.930,1777086.0
TANGKAP LAUT,DKI JAKARTA,GABUS,2019,133.640,2190426.0
TANGKAP LAUT,DKI JAKARTA,GABUS,2020,125.980,2082031.0
TANGKAP LAUT,DKI JAKARTA,GINDARA,2020,186.30,2561681.0
TANGKAP LAUT,DKI JAKARTA,GOLOK-GOLOK,2020,209.190,2104161.0
TANGKAP LAUT,DKI JAKARTA,GULAMAH,2020,230.490,2304940.0
TANGKAP LAUT,DKI JAKARTA,GURITA,2010,263.0,3421132.0
TANGKAP LAUT,DKI JAKARTA,GURITA,2011,.0,.0
TANGKAP LAUT,DKI JAKARTA,GURITA,2012,41.0,908.050
TANGKAP LAUT,DKI JAKARTA,GURITA,2013,.0,.0
TANGKAP LAUT,DKI JAKARTA,GURITA,2014,41.0,908.063
TANGKAP LAUT,DKI JAKARTA,GURITA,2015,.0,.0
TANGKAP LAUT,DKI JAKARTA,GURITA,2016,.0,.0
TANGKAP LAUT,DKI JAKARTA,HIU,2020,682.150,9899002.0
TANGKAP LAUT,DKI JAKARTA,JULUNG-JULUNG,2020,82.50,837.644
TANGKAP LAUT,DKI JAKARTA,KACI-KACI,2020,14.940,617.142
TANGKAP LAUT,DKI JAKARTA,KAKAP,2010,1852.0,21169704.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2011,1908.0,31687989.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2012,2088.0,20881105.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2013,1316.0,19115012.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2014,1100.0,19858416.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2015,6441.0,178309099.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2016,714.0,22112702.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2017,717.420,17935591.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2018,368.830,13620608.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2019,290.520,10068596.0
TANGKAP LAUT,DKI JAKARTA,KAKAP,2020,411.310,14481146.0
TANGKAP LAUT,DKI JAKARTA,KAKATUA,2020,7.360,78.532
TANGKAP LAUT,DKI JAKARTA,KAPAS-KAPAS,2020,13.260,232.020
TANGKAP LAUT,DKI JAKARTA,KEMBUNG,2020,650.210,12465223.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2010,743.0,4770289.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2011,142.0,2493019.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2012,147.0,2377592.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2013,136.0,1711822.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2014,147.0,2489539.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2015,1286.0,45268251.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2016,581.0,25233074.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2017,93.050,5603731.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2018,186.480,18596124.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2019,111.190,3929165.0
TANGKAP LAUT,DKI JAKARTA,KERAPU,2020,65.570,4001865.0
TANGKAP LAUT,DKI JAKARTA,KERONG-KERONG,2020,36.060,368.934
TANGKAP LAUT,DKI JAKARTA,KURISI,2020,49.250,577.252
TANGKAP LAUT,DKI JAKARTA,KURO,2020,223.240,2452230.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2010,485.0,3378253.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2011,731.0,12848542.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2012,717.0,8828785.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2013,571.0,9760754.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2014,505.0,6789969.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2015,1296.0,28504919.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2016,596.0,18403027.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2017,1329.780,34872839.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2018,449.780,15410326.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2019,423.90,15383138.0
TANGKAP LAUT,DKI JAKARTA,KUWE,2020,403.470,15211175.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2010,64966.0,1041719245.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2011,45329.0,302452751.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2012,51983.40,297197604.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2013,53246.0,358876941.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2014,54626.0,402500100.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2015,89342.0,1198619442.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2016,32722.0,456940196.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2017,17233.870,289367401.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2018,11393.650,164998049.0
TANGKAP LAUT,DKI JAKARTA,LAINNYA,2019,11898.0,129144238.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2010,9136.0,95282293.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2011,18066.0,137317143.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2012,23670.0,188489134.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2013,16635.0,168162791.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2014,21082.0,166060491.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2015,22931.0,240927389.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2016,12232.0,126109890.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2017,6925.640,119837500.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2018,5091.530,66676235.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2019,5395.0,68034803.0
TANGKAP LAUT,DKI JAKARTA,LAYANG,2020,4835.370,70547690.0
TANGKAP LAUT,DKI JAKARTA,LAYARAN,2020,121.540,2003307.0
TANGKAP LAUT,DKI JAKARTA,LAYUR,2020,111.630,2413569.0
TANGKAP LAUT,DKI JAKARTA,LEMADANG,2020,437.410,6544564.0
TANGKAP LAUT,DKI JAKARTA,LEMURU,2020,2309.330,23276368.0
TANGKAP LAUT,DKI JAKARTA,LENCAM,2020,195.980,3923634.0
TANGKAP LAUT,DKI JAKARTA,LOBSTER,2015,.0,.0
TANGKAP LAUT,DKI JAKARTA,LOBSTER,2016,.0,.0
TANGKAP LAUT,DKI JAKARTA,MANFISH,2020,6.750,67.510
TANGKAP LAUT,DKI JAKARTA,MANYUNG,2020,1120.50,17944520.0
TANGKAP LAUT,DKI JAKARTA,MARLIN,2020,172.90,4329808.0
TANGKAP LAUT,DKI JAKARTA,PARI,2010,732.0,3295165.0
TANGKAP LAUT,DKI JAKARTA,PARI,2011,729.0,1955842.0
TANGKAP LAUT,DKI JAKARTA,PARI,2012,1584.0,2165802.0
TANGKAP LAUT,DKI JAKARTA,PARI,2013,1258.0,2283602.0
TANGKAP LAUT,DKI JAKARTA,PARI,2014,901.0,2383981.0
TANGKAP LAUT,DKI JAKARTA,PARI,2015,2249.0,25286236.0
TANGKAP LAUT,DKI JAKARTA,PARI,2016,421.0,4129480.0
TANGKAP LAUT,DKI JAKARTA,PARI,2017,335.110,4077466.0
TANGKAP LAUT,DKI JAKARTA,PARI,2018,140.180,1336144.0
TANGKAP LAUT,DKI JAKARTA,PARI,2019,106.280,981.040
TANGKAP LAUT,DKI JAKARTA,PARI,2020,74.390,760.422
TANGKAP LAUT,DKI JAKARTA,PEDANG,2020,214.880,5033679.0
TANGKAP LAUT,DKI JAKARTA,PENYU,2010,.0,.0
TANGKAP LAUT,DKI JAKARTA,PENYU,2011,.0,.0
TANGKAP LAUT,DKI JAKARTA,PENYU,2012,.0,.0
TANGKAP LAUT,DKI JAKARTA,PENYU,2013,.0,.0
TANGKAP LAUT,DKI JAKARTA,PENYU,2014,.0,.0
TANGKAP LAUT,DKI JAKARTA,PENYU,2015,.0,.0
TANGKAP LAUT,DKI JAKARTA,PENYU,2016,.0,.0
TANGKAP LAUT,DKI JAKARTA,PEPEREK,2020,121.020,1210357.0
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2010,123.0,2455294.0
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2011,22.0,635.980
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2012,226.0,6880665.0
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2013,256.0,7261208.0
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2014,377.0,11765519.0
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2015,1831.0,88779970.0
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2016,735.0,31840543.0
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2018,2.210,165.60
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2019,8.920,401.310
TANGKAP LAUT,DKI JAKARTA,RAJUNGAN,2020,97.50,3607352.0
TANGKAP LAUT,DKI JAKARTA,REMANG,2020,116.730,1608469.0
TANGKAP LAUT,DKI JAKARTA,RUMPUT LAUT,2010,.0,.0
TANGKAP LAUT,DKI JAKARTA,RUMPUT LAUT,2011,.0,.0
TANGKAP LAUT,DKI JAKARTA,RUMPUT LAUT,2012,.0,.0
TANGKAP LAUT,DKI JAKARTA,RUMPUT LAUT,2013,.0,.0
TANGKAP LAUT,DKI JAKARTA,RUMPUT LAUT,2014,.0,.0
TANGKAP LAUT,DKI JAKARTA,RUMPUT LAUT,2015,.0,.0
TANGKAP LAUT,DKI JAKARTA,RUMPUT LAUT,2016,.0,.0
TANGKAP LAUT,DKI JAKARTA,SARDEN,2020,1490.50,15137250.0
TANGKAP LAUT,DKI JAKARTA,SEBELAH,2020,91.370,928.975
TANGKAP LAUT,DKI JAKARTA,SELAR,2020,1934.970,21848370.0
TANGKAP LAUT,DKI JAKARTA,SEMAR,2020,219.470,2220460.0
TANGKAP LAUT,DKI JAKARTA,SEMBILANG,2020,3.820,58.596
TANGKAP LAUT,DKI JAKARTA,SETUHUK,2010,2536.0,37415193.0
TANGKAP LAUT,DKI JAKARTA,SETUHUK,2011,1775.0,35250257.0
TANGKAP LAUT,DKI JAKARTA,SETUHUK,2012,1082.0,25030243.0
TANGKAP LAUT,DKI JAKARTA,SETUHUK,2013,1881.0,46134752.0
TANGKAP LAUT,DKI JAKARTA,SETUHUK,2014,1190.0,43274247.0
TANGKAP LAUT,DKI JAKARTA,SETUHUK,2015,379.0,14965063.0
